report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
42_o3_orkg_d4_b4,d4_b4,0.78,0.95,0.92,0.93,0.95,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d4_b4.md
43_o3_orkg_d1_b1,d1_b1,0.93,0.95,0.92,0.92,0.87,0.918,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d1_b1.md
43_o3_orkg_d1_b4,d1_b4,0.93,0.95,0.92,0.95,0.87,0.924,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d1_b4.md
43_o3_orkg_d4_b1,d4_b1,0.92,0.93,0.93,0.88,0.65,0.862,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d4_b1.md
43_o3_orkg_d4_b4,d4_b4,0.96,0.95,0.93,0.93,0.95,0.944,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d4_b4.md
45_o3_orkg_d1_b1,d1_b1,0.87,0.93,0.84,0.93,0.75,0.864,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d1_b1.md
45_o3_orkg_d1_b4,d1_b4,0.62,0.92,0.75,0.82,0.72,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d1_b4.md
45_o3_orkg_d4_b1,d4_b1,0.92,0.93,0.75,0.93,0.87,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d4_b1.md
45_o3_orkg_d4_b4,d4_b4,0.92,0.95,0.88,0.88,0.92,0.91,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d4_b4.md
46_o3_orkg_d1_b1,d1_b1,0.94,0.95,0.62,0.92,0.87,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d1_b1.md
46_o3_orkg_d1_b4,d1_b4,0.95,0.93,0.72,0.94,0.05,0.718,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d1_b4.md
46_o3_orkg_d4_b1,d4_b1,0.95,0.95,0.57,0.95,0.45,0.774,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d4_b1.md
46_o3_orkg_d4_b4,d4_b4,0.93,0.96,0.8,0.94,0.45,0.816,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d4_b4.md
47_o3_orkg_d1_b1,d1_b1,0.75,0.72,0.93,0.92,0.93,0.85,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d1_b1.md
47_o3_orkg_d1_b4,d1_b4,0.95,0.95,0.93,0.93,0.95,0.942,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d1_b4.md
47_o3_orkg_d4_b1,d4_b1,0.95,0.92,0.93,0.95,0.94,0.938,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d4_b1.md
47_o3_orkg_d4_b4,d4_b4,0.95,0.95,0.94,0.93,0.95,0.944,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d4_b4.md
48_o3_orkg_d1_b1,d1_b1,0.2,0.6,0.92,0.91,0.93,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d1_b1.md
48_o3_orkg_d1_b4,d1_b4,0.45,0.92,0.94,0.92,0.82,0.81,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d1_b4.md
48_o3_orkg_d4_b1,d4_b1,0.23,0.62,0.93,0.93,0.95,0.732,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d4_b1.md
48_o3_orkg_d4_b4,d4_b4,0.25,0.93,0.96,0.93,0.93,0.8,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d4_b4.md
49_o3_orkg_d1_b1,d1_b1,0.92,0.92,0.58,0.92,0.2,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d1_b1.md
49_o3_orkg_d1_b4,d1_b4,0.95,0.92,0.72,0.93,0.93,0.89,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d1_b4.md
49_o3_orkg_d4_b1,d4_b1,0.95,0.92,0.62,0.94,0.5,0.786,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d4_b1.md
49_o3_orkg_d4_b4,d4_b4,0.95,0.92,0.68,0.92,0.27,0.748,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d4_b4.md
4_o3_orkg_d1_b1,d1_b1,0.15,0.95,0.55,0.93,0.4,0.596,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d1_b1.md
4_o3_orkg_d1_b4,d1_b4,0.35,0.93,0.4,0.94,0.3,0.584,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d1_b4.md
4_o3_orkg_d4_b1,d4_b1,0.05,0.93,0.3,0.94,0.65,0.574,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d4_b1.md
4_o3_orkg_d4_b4,d4_b4,0.25,0.93,0.75,0.95,0.2,0.616,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d4_b4.md
50_o3_orkg_d1_b1,d1_b1,0.93,0.95,0.92,0.68,0.92,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d1_b1.md
50_o3_orkg_d1_b4,d1_b4,0.72,0.95,0.92,0.92,0.93,0.888,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d1_b4.md
50_o3_orkg_d4_b1,d4_b1,0.92,0.92,0.95,0.92,0.92,0.926,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d4_b1.md
50_o3_orkg_d4_b4,d4_b4,0.67,0.97,0.92,0.93,0.95,0.888,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d4_b4.md
5_o3_orkg_d1_b1,d1_b1,0.92,0.92,0.87,0.93,0.94,0.916,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d1_b1.md
5_o3_orkg_d1_b4,d1_b4,0.94,0.94,0.68,0.7,0.85,0.822,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d1_b4.md
5_o3_orkg_d4_b1,d4_b1,0.93,0.94,0.6,0.93,0.92,0.864,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d4_b1.md
5_o3_orkg_d4_b4,d4_b4,0.92,0.95,0.82,0.95,0.93,0.914,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d4_b4.md
6_o3_orkg_d1_b1,d1_b1,0.95,0.95,0.72,0.94,0.93,0.898,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d1_b1.md
6_o3_orkg_d1_b4,d1_b4,0.93,0.94,0.6,0.93,0.93,0.866,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d1_b4.md
6_o3_orkg_d4_b1,d4_b1,0.93,0.93,0.55,0.92,0.78,0.822,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d4_b1.md
6_o3_orkg_d4_b4,d4_b4,0.93,0.95,0.85,0.92,0.95,0.92,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d4_b4.md
7_o3_orkg_d1_b1,d1_b1,0.6,0.85,0.78,0.93,0.05,0.642,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d1_b1.md
7_o3_orkg_d1_b4,d1_b4,0.45,0.7,0.78,0.92,0.65,0.7,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d1_b4.md
7_o3_orkg_d4_b1,d4_b1,0.6,0.8,0.7,0.92,0.92,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d4_b1.md
7_o3_orkg_d4_b4,d4_b4,0.1,0.93,0.88,0.9,0.3,0.622,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d4_b4.md
8_o3_orkg_d1_b1,d1_b1,0.85,0.93,0.95,0.93,0.87,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d1_b1.md
8_o3_orkg_d1_b4,d1_b4,0.92,0.95,0.92,0.94,0.92,0.93,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d1_b4.md
8_o3_orkg_d4_b1,d4_b1,0.92,0.95,0.93,0.92,0.92,0.928,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d4_b1.md
8_o3_orkg_d4_b4,d4_b4,0.95,1.0,0.85,0.9,0.88,0.916,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d4_b4.md
9_o3_orkg_d1_b1,d1_b1,0.92,0.92,0.95,0.77,0.45,0.802,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d1_b1.md
9_o3_orkg_d1_b4,d1_b4,0.95,0.96,0.6,0.92,0.05,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d1_b4.md
9_o3_orkg_d4_b1,d4_b1,0.93,0.93,0.65,0.92,0.87,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d4_b1.md
9_o3_orkg_d4_b4,d4_b4,0.95,0.95,0.94,0.92,0.45,0.842,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d4_b4.md
