report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
3_o3-mini_orkg_d4_b4,d4_b4,0.78,0.91,0.54,0.73,0.73,0.738,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b4.md
40_o3-mini_orkg_d1_b1,d1_b1,0.63,0.66,0.46,0.71,0.62,0.616,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b1.md
40_o3-mini_orkg_d1_b4,d1_b4,0.67,0.81,0.53,0.63,0.83,0.694,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b4.md
40_o3-mini_orkg_d4_b1,d4_b1,0.77,0.76,0.49,0.58,0.78,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b1.md
40_o3-mini_orkg_d4_b4,d4_b4,0.66,0.86,0.62,0.61,0.78,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b4.md
41_o3-mini_orkg_d1_b1,d1_b1,0.79,0.81,0.47,0.58,0.64,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b1.md
41_o3-mini_orkg_d1_b4,d1_b4,0.84,0.74,0.46,0.59,0.83,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b4.md
41_o3-mini_orkg_d4_b1,d4_b1,0.83,0.86,0.46,0.42,0.61,0.636,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b1.md
41_o3-mini_orkg_d4_b4,d4_b4,0.93,0.82,0.61,0.59,0.61,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b4.md
42_o3-mini_orkg_d1_b1,d1_b1,0.61,0.67,0.31,0.72,0.59,0.58,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b1.md
42_o3-mini_orkg_d1_b4,d1_b4,0.53,0.67,0.46,0.56,0.74,0.592,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b4.md
42_o3-mini_orkg_d4_b1,d4_b1,0.57,0.81,0.42,0.53,0.53,0.572,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b1.md
42_o3-mini_orkg_d4_b4,d4_b4,0.47,0.73,0.43,0.62,0.71,0.592,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b4.md
43_o3-mini_orkg_d1_b1,d1_b1,0.76,0.86,0.62,0.53,0.79,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b1.md
43_o3-mini_orkg_d1_b4,d1_b4,0.82,0.88,0.53,0.62,0.84,0.738,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b4.md
43_o3-mini_orkg_d4_b1,d4_b1,0.67,0.91,0.61,0.73,0.73,0.73,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b1.md
43_o3-mini_orkg_d4_b4,d4_b4,0.81,0.93,0.53,0.69,0.79,0.75,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b4.md
45_o3-mini_orkg_d1_b1,d1_b1,0.58,0.77,0.31,0.66,0.81,0.626,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b1.md
45_o3-mini_orkg_d1_b4,d1_b4,0.71,0.89,0.47,0.73,0.81,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b4.md
45_o3-mini_orkg_d4_b1,d4_b1,0.58,0.86,0.56,0.84,0.81,0.73,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b1.md
45_o3-mini_orkg_d4_b4,d4_b4,0.41,0.87,0.57,0.67,0.83,0.67,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b4.md
46_o3-mini_orkg_d1_b1,d1_b1,0.73,0.77,0.34,0.61,0.53,0.596,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b1.md
46_o3-mini_orkg_d1_b4,d1_b4,0.64,0.86,0.59,0.61,0.63,0.666,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b4.md
46_o3-mini_orkg_d4_b1,d4_b1,0.66,0.73,0.57,0.62,0.67,0.65,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b1.md
46_o3-mini_orkg_d4_b4,d4_b4,0.84,0.93,0.62,0.64,0.68,0.742,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b4.md
47_o3-mini_orkg_d1_b1,d1_b1,0.68,0.82,0.58,0.59,0.73,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b1.md
47_o3-mini_orkg_d1_b4,d1_b4,0.68,0.67,0.49,0.59,0.88,0.662,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b4.md
47_o3-mini_orkg_d4_b1,d4_b1,0.61,0.69,0.64,0.63,0.77,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b1.md
47_o3-mini_orkg_d4_b4,d4_b4,0.91,0.88,0.61,0.67,0.89,0.792,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b4.md
48_o3-mini_orkg_d1_b1,d1_b1,0.44,0.62,0.67,0.58,0.83,0.628,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b1.md
48_o3-mini_orkg_d1_b4,d1_b4,0.52,0.78,0.74,0.71,0.92,0.734,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b4.md
48_o3-mini_orkg_d4_b1,d4_b1,0.34,0.59,0.64,0.57,0.89,0.606,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b1.md
48_o3-mini_orkg_d4_b4,d4_b4,0.59,0.78,0.66,0.61,0.87,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b4.md
49_o3-mini_orkg_d1_b1,d1_b1,0.78,0.73,0.42,0.77,0.83,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b1.md
49_o3-mini_orkg_d1_b4,d1_b4,0.82,0.84,0.41,0.61,0.67,0.67,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b4.md
49_o3-mini_orkg_d4_b1,d4_b1,0.91,0.83,0.53,0.73,0.73,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b1.md
49_o3-mini_orkg_d4_b4,d4_b4,0.81,0.88,0.43,0.67,0.73,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b4.md
4_o3-mini_orkg_d1_b1,d1_b1,0.47,0.89,0.38,0.64,0.66,0.608,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b1.md
4_o3-mini_orkg_d1_b4,d1_b4,0.37,0.71,0.32,0.57,0.72,0.538,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b4.md
4_o3-mini_orkg_d4_b1,d4_b1,0.46,0.91,0.53,0.61,0.66,0.634,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b1.md
4_o3-mini_orkg_d4_b4,d4_b4,0.43,0.92,0.66,0.74,0.88,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b4.md
50_o3-mini_orkg_d1_b1,d1_b1,0.72,0.88,0.41,0.67,0.77,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d1_b1.md
50_o3-mini_orkg_d1_b4,d1_b4,0.71,0.71,0.53,0.53,0.81,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d1_b4.md
50_o3-mini_orkg_d4_b1,d4_b1,0.82,0.83,0.62,0.63,0.67,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d4_b1.md
50_o3-mini_orkg_d4_b4,d4_b4,0.69,0.87,0.73,0.67,0.87,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d4_b4.md
5_o3-mini_orkg_d1_b1,d1_b1,0.59,0.71,0.18,0.67,0.67,0.564,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b1.md
5_o3-mini_orkg_d1_b4,d1_b4,0.63,0.69,0.43,0.62,0.77,0.628,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b4.md
5_o3-mini_orkg_d4_b1,d4_b1,0.67,0.88,0.37,0.84,0.86,0.724,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b1.md
5_o3-mini_orkg_d4_b4,d4_b4,0.71,0.88,0.37,0.81,0.73,0.7,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b4.md
6_o3-mini_orkg_d1_b1,d1_b1,0.64,0.69,0.34,0.44,0.66,0.554,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b1.md
6_o3-mini_orkg_d1_b4,d1_b4,0.63,0.83,0.42,0.67,0.67,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b4.md
6_o3-mini_orkg_d4_b1,d4_b1,0.56,0.79,0.53,0.86,0.69,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b1.md
6_o3-mini_orkg_d4_b4,d4_b4,0.77,0.86,0.42,0.63,0.78,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b4.md
7_o3-mini_orkg_d1_b1,d1_b1,0.53,0.62,0.61,0.79,0.79,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b1.md
7_o3-mini_orkg_d1_b4,d1_b4,0.56,0.73,0.59,0.81,0.91,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b4.md
7_o3-mini_orkg_d4_b1,d4_b1,0.62,0.82,0.53,0.63,0.68,0.656,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b1.md
7_o3-mini_orkg_d4_b4,d4_b4,0.69,0.86,0.81,0.86,0.89,0.822,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b4.md
8_o3-mini_orkg_d1_b1,d1_b1,0.43,0.63,0.61,0.53,0.68,0.576,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b1.md
8_o3-mini_orkg_d1_b4,d1_b4,0.56,0.91,0.63,0.61,0.58,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b4.md
8_o3-mini_orkg_d4_b1,d4_b1,0.66,0.92,0.59,0.67,0.79,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b1.md
8_o3-mini_orkg_d4_b4,d4_b4,0.64,0.93,0.77,0.71,0.73,0.756,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b4.md
9_o3-mini_orkg_d1_b1,d1_b1,0.72,0.84,0.53,0.65,0.64,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b1.md
9_o3-mini_orkg_d1_b4,d1_b4,0.77,0.93,0.56,0.71,0.67,0.728,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b4.md
9_o3-mini_orkg_d4_b1,d4_b1,0.84,0.93,0.58,0.62,0.82,0.758,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b1.md
9_o3-mini_orkg_d4_b4,d4_b4,0.83,0.86,0.69,0.61,0.59,0.716,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b4.md
