report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
3_o3-mini_orkg_d4_b4,d4_b4,0.85,0.92,0.57,0.92,0.88,0.828,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b4.md
40_o3-mini_orkg_d1_b1,d1_b1,0.55,0.6,0.55,0.6,0.6,0.58,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b1.md
40_o3-mini_orkg_d1_b4,d1_b4,0.65,0.92,0.4,0.6,0.93,0.7,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b4.md
40_o3-mini_orkg_d4_b1,d4_b1,0.78,0.68,0.2,0.82,0.92,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b1.md
40_o3-mini_orkg_d4_b4,d4_b4,0.6,0.85,0.55,0.65,0.95,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b4.md
41_o3-mini_orkg_d1_b1,d1_b1,0.85,0.85,0.3,0.45,0.45,0.58,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b1.md
41_o3-mini_orkg_d1_b4,d1_b4,0.93,0.65,0.4,0.38,0.93,0.658,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b4.md
41_o3-mini_orkg_d4_b1,d4_b1,0.87,0.92,0.3,0.27,0.55,0.582,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b1.md
41_o3-mini_orkg_d4_b4,d4_b4,0.93,0.85,0.55,0.35,0.05,0.546,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b4.md
42_o3-mini_orkg_d1_b1,d1_b1,0.2,0.88,0.2,0.68,0.7,0.532,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b1.md
42_o3-mini_orkg_d1_b4,d1_b4,0.3,0.83,0.35,0.6,0.7,0.556,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b4.md
42_o3-mini_orkg_d4_b1,d4_b1,0.52,0.92,0.4,0.63,0.6,0.614,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b1.md
42_o3-mini_orkg_d4_b4,d4_b4,0.3,0.95,0.07,0.55,0.78,0.53,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b4.md
43_o3-mini_orkg_d1_b1,d1_b1,0.45,0.93,0.77,0.55,0.87,0.714,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b1.md
43_o3-mini_orkg_d1_b4,d1_b4,0.55,0.93,0.48,0.55,0.92,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b4.md
43_o3-mini_orkg_d4_b1,d4_b1,0.82,0.94,0.6,0.72,0.55,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b1.md
43_o3-mini_orkg_d4_b4,d4_b4,0.88,0.92,0.82,0.92,0.75,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b4.md
45_o3-mini_orkg_d1_b1,d1_b1,0.45,0.78,0.08,0.9,0.8,0.602,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b1.md
45_o3-mini_orkg_d1_b4,d1_b4,0.45,0.92,0.55,0.82,0.92,0.732,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b4.md
45_o3-mini_orkg_d4_b1,d4_b1,0.45,0.92,0.55,0.78,0.92,0.724,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b1.md
45_o3-mini_orkg_d4_b4,d4_b4,0.2,0.94,0.55,0.85,0.55,0.618,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b4.md
46_o3-mini_orkg_d1_b1,d1_b1,0.65,0.93,0.3,0.74,0.25,0.574,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b1.md
46_o3-mini_orkg_d1_b4,d1_b4,0.78,0.93,0.4,0.77,0.68,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b4.md
46_o3-mini_orkg_d4_b1,d4_b1,0.53,0.78,0.48,0.75,0.45,0.598,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b1.md
46_o3-mini_orkg_d4_b4,d4_b4,0.93,0.95,0.45,0.63,0.45,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b4.md
47_o3-mini_orkg_d1_b1,d1_b1,0.75,0.6,0.8,0.65,0.93,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b1.md
47_o3-mini_orkg_d1_b4,d1_b4,0.78,0.45,0.45,0.58,0.95,0.642,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b4.md
47_o3-mini_orkg_d4_b1,d4_b1,0.62,0.35,0.86,0.7,0.62,0.63,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b1.md
47_o3-mini_orkg_d4_b4,d4_b4,0.88,0.93,0.9,0.6,0.75,0.812,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b4.md
48_o3-mini_orkg_d1_b1,d1_b1,0.15,0.5,0.6,0.65,0.88,0.556,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b1.md
48_o3-mini_orkg_d1_b4,d1_b4,0.05,0.92,0.68,0.6,0.92,0.634,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b4.md
48_o3-mini_orkg_d4_b1,d4_b1,0.1,0.45,0.65,0.7,0.85,0.55,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b1.md
48_o3-mini_orkg_d4_b4,d4_b4,0.15,0.65,0.55,0.6,0.62,0.514,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b4.md
49_o3-mini_orkg_d1_b1,d1_b1,0.67,0.62,0.07,0.65,0.94,0.59,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b1.md
49_o3-mini_orkg_d1_b4,d1_b4,0.92,0.92,0.45,0.62,0.6,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b4.md
49_o3-mini_orkg_d4_b1,d4_b1,0.93,0.92,0.4,0.8,0.8,0.77,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b1.md
49_o3-mini_orkg_d4_b4,d4_b4,0.6,0.92,0.35,0.6,0.6,0.614,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b4.md
4_o3-mini_orkg_d1_b1,d1_b1,0.15,0.92,0.4,0.65,0.25,0.474,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b1.md
4_o3-mini_orkg_d1_b4,d1_b4,0.15,0.82,0.3,0.68,0.55,0.5,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b4.md
4_o3-mini_orkg_d4_b1,d4_b1,0.15,0.96,0.4,0.55,0.62,0.536,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b1.md
4_o3-mini_orkg_d4_b4,d4_b4,0.25,0.95,0.25,0.62,0.75,0.564,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b4.md
50_o3-mini_orkg_d1_b1,d1_b1,0.6,0.82,0.23,0.92,0.92,0.698,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d1_b1.md
50_o3-mini_orkg_d1_b4,d1_b4,0.55,0.75,0.5,0.43,0.87,0.62,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d1_b4.md
50_o3-mini_orkg_d4_b1,d4_b1,0.64,0.88,0.62,0.6,0.87,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d4_b1.md
50_o3-mini_orkg_d4_b4,d4_b4,0.85,0.92,0.7,0.65,0.83,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d4_b4.md
5_o3-mini_orkg_d1_b1,d1_b1,0.55,0.73,0.05,0.65,0.92,0.58,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b1.md
5_o3-mini_orkg_d1_b4,d1_b4,0.4,0.92,0.2,0.93,0.73,0.636,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b4.md
5_o3-mini_orkg_d4_b1,d4_b1,0.6,0.93,0.3,0.78,0.92,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b1.md
5_o3-mini_orkg_d4_b4,d4_b4,0.6,0.92,0.05,0.73,0.85,0.63,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b4.md
6_o3-mini_orkg_d1_b1,d1_b1,0.63,0.92,0.4,0.45,0.88,0.656,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b1.md
6_o3-mini_orkg_d1_b4,d1_b4,0.45,0.88,0.3,0.6,0.5,0.546,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b4.md
6_o3-mini_orkg_d4_b1,d4_b1,0.4,0.92,0.45,0.72,0.73,0.644,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b1.md
6_o3-mini_orkg_d4_b4,d4_b4,0.72,0.92,0.45,0.55,0.91,0.71,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b4.md
7_o3-mini_orkg_d1_b1,d1_b1,0.3,0.65,0.55,0.78,0.65,0.586,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b1.md
7_o3-mini_orkg_d1_b4,d1_b4,0.55,0.7,0.55,0.72,0.93,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b4.md
7_o3-mini_orkg_d4_b1,d4_b1,0.6,0.92,0.55,0.57,0.45,0.618,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b1.md
7_o3-mini_orkg_d4_b4,d4_b4,0.2,0.92,0.78,0.7,0.8,0.68,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b4.md
8_o3-mini_orkg_d1_b1,d1_b1,0.15,0.7,0.6,0.45,0.93,0.566,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b1.md
8_o3-mini_orkg_d1_b4,d1_b4,0.55,0.88,0.68,0.55,0.65,0.662,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b4.md
8_o3-mini_orkg_d4_b1,d4_b1,0.65,0.95,0.6,0.72,0.92,0.768,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b1.md
8_o3-mini_orkg_d4_b4,d4_b4,0.6,0.94,0.78,0.4,0.8,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b4.md
9_o3-mini_orkg_d1_b1,d1_b1,0.67,0.92,0.15,0.8,0.2,0.548,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b1.md
9_o3-mini_orkg_d1_b4,d1_b4,0.6,0.95,0.55,0.7,0.9,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b4.md
9_o3-mini_orkg_d4_b1,d4_b1,0.93,0.93,0.6,0.65,0.75,0.772,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b1.md
9_o3-mini_orkg_d4_b4,d4_b4,0.78,0.8,0.63,0.55,0.05,0.562,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b4.md
