report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
3_o3-mini_orkg_d4_b4,d4_b4,0.68,0.86,0.58,0.72,0.78,0.724,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/3_o3-mini_orkg_d4_b4.md
40_o3-mini_orkg_d1_b1,d1_b1,0.68,0.62,0.67,0.76,0.73,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b1.md
40_o3-mini_orkg_d1_b4,d1_b4,0.68,0.82,0.53,0.72,0.66,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d1_b4.md
40_o3-mini_orkg_d4_b1,d4_b1,0.64,0.74,0.57,0.73,0.77,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b1.md
40_o3-mini_orkg_d4_b4,d4_b4,0.72,0.83,0.63,0.68,0.87,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/40_o3-mini_orkg_d4_b4.md
41_o3-mini_orkg_d1_b1,d1_b1,0.78,0.78,0.57,0.61,0.63,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b1.md
41_o3-mini_orkg_d1_b4,d1_b4,0.82,0.78,0.57,0.62,0.77,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d1_b4.md
41_o3-mini_orkg_d4_b1,d4_b1,0.74,0.86,0.57,0.46,0.6,0.646,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b1.md
41_o3-mini_orkg_d4_b4,d4_b4,0.93,0.82,0.64,0.67,0.54,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/41_o3-mini_orkg_d4_b4.md
42_o3-mini_orkg_d1_b1,d1_b1,0.72,0.72,0.42,0.62,0.67,0.63,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b1.md
42_o3-mini_orkg_d1_b4,d1_b4,0.65,0.82,0.53,0.72,0.73,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d1_b4.md
42_o3-mini_orkg_d4_b1,d4_b1,0.62,0.82,0.57,0.58,0.57,0.632,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b1.md
42_o3-mini_orkg_d4_b4,d4_b4,0.63,0.78,0.56,0.63,0.67,0.654,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/42_o3-mini_orkg_d4_b4.md
43_o3-mini_orkg_d1_b1,d1_b1,0.68,0.78,0.63,0.44,0.82,0.67,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b1.md
43_o3-mini_orkg_d1_b4,d1_b4,0.82,0.82,0.62,0.65,0.82,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d1_b4.md
43_o3-mini_orkg_d4_b1,d4_b1,0.76,0.83,0.62,0.72,0.68,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b1.md
43_o3-mini_orkg_d4_b4,d4_b4,0.87,0.91,0.57,0.82,0.78,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/43_o3-mini_orkg_d4_b4.md
45_o3-mini_orkg_d1_b1,d1_b1,0.68,0.67,0.62,0.77,0.78,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b1.md
45_o3-mini_orkg_d1_b4,d1_b4,0.72,0.82,0.47,0.65,0.88,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d1_b4.md
45_o3-mini_orkg_d4_b1,d4_b1,0.63,0.78,0.63,0.77,0.92,0.746,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b1.md
45_o3-mini_orkg_d4_b4,d4_b4,0.67,0.91,0.67,0.83,0.87,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/45_o3-mini_orkg_d4_b4.md
46_o3-mini_orkg_d1_b1,d1_b1,0.78,0.82,0.56,0.71,0.66,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b1.md
46_o3-mini_orkg_d1_b4,d1_b4,0.68,0.83,0.63,0.78,0.67,0.718,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d1_b4.md
46_o3-mini_orkg_d4_b1,d4_b1,0.62,0.73,0.62,0.68,0.72,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b1.md
46_o3-mini_orkg_d4_b4,d4_b4,0.72,0.93,0.61,0.76,0.86,0.776,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/46_o3-mini_orkg_d4_b4.md
47_o3-mini_orkg_d1_b1,d1_b1,0.78,0.73,0.64,0.67,0.78,0.72,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b1.md
47_o3-mini_orkg_d1_b4,d1_b4,0.68,0.62,0.56,0.73,0.78,0.674,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d1_b4.md
47_o3-mini_orkg_d4_b1,d4_b1,0.63,0.73,0.66,0.68,0.73,0.686,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b1.md
47_o3-mini_orkg_d4_b4,d4_b4,0.91,0.82,0.67,0.72,0.73,0.77,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/47_o3-mini_orkg_d4_b4.md
48_o3-mini_orkg_d1_b1,d1_b1,0.57,0.63,0.67,0.72,0.92,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b1.md
48_o3-mini_orkg_d1_b4,d1_b4,0.56,0.83,0.72,0.64,0.78,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d1_b4.md
48_o3-mini_orkg_d4_b1,d4_b1,0.57,0.63,0.66,0.67,0.73,0.652,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b1.md
48_o3-mini_orkg_d4_b4,d4_b4,0.58,0.66,0.64,0.72,0.84,0.688,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/48_o3-mini_orkg_d4_b4.md
49_o3-mini_orkg_d1_b1,d1_b1,0.88,0.67,0.56,0.72,0.71,0.708,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b1.md
49_o3-mini_orkg_d1_b4,d1_b4,0.92,0.86,0.46,0.63,0.64,0.702,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d1_b4.md
49_o3-mini_orkg_d4_b1,d4_b1,0.92,0.82,0.58,0.72,0.82,0.772,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b1.md
49_o3-mini_orkg_d4_b4,d4_b4,0.77,0.86,0.62,0.73,0.76,0.748,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/49_o3-mini_orkg_d4_b4.md
4_o3-mini_orkg_d1_b1,d1_b1,0.62,0.78,0.58,0.83,0.82,0.726,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b1.md
4_o3-mini_orkg_d1_b4,d1_b4,0.42,0.76,0.42,0.62,0.62,0.568,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d1_b4.md
4_o3-mini_orkg_d4_b1,d4_b1,0.44,0.92,0.62,0.68,0.72,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b1.md
4_o3-mini_orkg_d4_b4,d4_b4,0.57,0.86,0.57,0.63,0.63,0.652,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/4_o3-mini_orkg_d4_b4.md
50_o3-mini_orkg_d1_b1,d1_b1,0.68,0.87,0.56,0.84,0.72,0.734,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d1_b1.md
50_o3-mini_orkg_d1_b4,d1_b4,0.67,0.84,0.63,0.56,0.82,0.704,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d1_b4.md
50_o3-mini_orkg_d4_b1,d4_b1,0.83,0.88,0.62,0.62,0.72,0.734,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d4_b1.md
50_o3-mini_orkg_d4_b4,d4_b4,0.68,0.83,0.67,0.92,0.72,0.764,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/50_o3-mini_orkg_d4_b4.md
5_o3-mini_orkg_d1_b1,d1_b1,0.78,0.73,0.43,0.68,0.72,0.668,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b1.md
5_o3-mini_orkg_d1_b4,d1_b4,0.68,0.67,0.44,0.73,0.64,0.632,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d1_b4.md
5_o3-mini_orkg_d4_b1,d4_b1,0.73,0.82,0.4,0.72,0.92,0.718,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b1.md
5_o3-mini_orkg_d4_b4,d4_b4,0.68,0.77,0.44,0.74,0.78,0.682,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/5_o3-mini_orkg_d4_b4.md
6_o3-mini_orkg_d1_b1,d1_b1,0.66,0.66,0.32,0.57,0.64,0.57,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b1.md
6_o3-mini_orkg_d1_b4,d1_b4,0.72,0.72,0.57,0.63,0.84,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d1_b4.md
6_o3-mini_orkg_d4_b1,d4_b1,0.72,0.78,0.57,0.72,0.67,0.692,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b1.md
6_o3-mini_orkg_d4_b4,d4_b4,0.73,0.86,0.58,0.63,0.68,0.696,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/6_o3-mini_orkg_d4_b4.md
7_o3-mini_orkg_d1_b1,d1_b1,0.62,0.73,0.62,0.73,0.68,0.676,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b1.md
7_o3-mini_orkg_d1_b4,d1_b4,0.66,0.72,0.68,0.71,0.88,0.73,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d1_b4.md
7_o3-mini_orkg_d4_b1,d4_b1,0.63,0.82,0.68,0.67,0.73,0.706,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b1.md
7_o3-mini_orkg_d4_b4,d4_b4,0.63,0.78,0.69,0.72,0.88,0.74,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/7_o3-mini_orkg_d4_b4.md
8_o3-mini_orkg_d1_b1,d1_b1,0.46,0.67,0.63,0.67,0.65,0.616,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b1.md
8_o3-mini_orkg_d1_b4,d1_b4,0.66,0.87,0.68,0.57,0.67,0.69,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d1_b4.md
8_o3-mini_orkg_d4_b1,d4_b1,0.63,0.86,0.63,0.72,0.72,0.712,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b1.md
8_o3-mini_orkg_d4_b4,d4_b4,0.83,0.88,0.72,0.73,0.66,0.764,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/8_o3-mini_orkg_d4_b4.md
9_o3-mini_orkg_d1_b1,d1_b1,0.77,0.82,0.57,0.76,0.44,0.672,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b1.md
9_o3-mini_orkg_d1_b4,d1_b4,0.66,0.83,0.63,0.65,0.67,0.688,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d1_b4.md
9_o3-mini_orkg_d4_b1,d4_b1,0.82,0.87,0.61,0.78,0.58,0.732,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b1.md
9_o3-mini_orkg_d4_b4,d4_b4,0.82,0.86,0.63,0.67,0.63,0.722,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3-mini/9_o3-mini_orkg_d4_b4.md
