report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
42_o3_orkg_d4_b4,d4_b4,0.67,0.86,0.68,0.94,0.92,0.814,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/42_o3_orkg_d4_b4.md
43_o3_orkg_d1_b1,d1_b1,0.92,0.92,0.68,0.91,0.96,0.878,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d1_b1.md
43_o3_orkg_d1_b4,d1_b4,0.78,0.92,0.62,0.93,0.94,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d1_b4.md
43_o3_orkg_d4_b1,d4_b1,0.67,0.88,0.68,0.86,0.92,0.802,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d4_b1.md
43_o3_orkg_d4_b4,d4_b4,0.78,0.89,0.62,0.88,0.94,0.822,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d4_b4.md
44_o3_orkg_d1_b1,d1_b1,0.73,0.88,0.63,0.84,0.92,0.8,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d1_b1.md
44_o3_orkg_d1_b4,d1_b4,0.73,0.89,0.64,0.92,0.94,0.824,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d1_b4.md
44_o3_orkg_d4_b1,d4_b1,0.68,0.94,0.72,0.94,0.94,0.844,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d4_b1.md
44_o3_orkg_d4_b4,d4_b4,0.78,0.91,0.65,0.86,0.88,0.816,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d4_b4.md
45_o3_orkg_d1_b1,d1_b1,0.88,0.86,0.86,0.87,0.92,0.878,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d1_b1.md
45_o3_orkg_d1_b4,d1_b4,0.72,0.78,0.67,0.92,0.84,0.786,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d1_b4.md
45_o3_orkg_d4_b1,d4_b1,0.78,0.72,0.82,0.82,0.92,0.812,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d4_b1.md
45_o3_orkg_d4_b4,d4_b4,0.68,0.93,0.87,0.93,0.96,0.874,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d4_b4.md
46_o3_orkg_d1_b1,d1_b1,0.92,0.82,0.68,0.92,0.92,0.852,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d1_b1.md
46_o3_orkg_d1_b4,d1_b4,0.68,0.83,0.73,0.93,0.94,0.822,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d1_b4.md
46_o3_orkg_d4_b1,d4_b1,0.68,0.83,0.64,0.92,0.86,0.786,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d4_b1.md
46_o3_orkg_d4_b4,d4_b4,0.78,0.86,0.66,0.92,0.86,0.816,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d4_b4.md
47_o3_orkg_d1_b1,d1_b1,0.67,0.79,0.63,0.91,0.92,0.784,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d1_b1.md
47_o3_orkg_d1_b4,d1_b4,0.76,0.86,0.63,0.92,0.68,0.77,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d1_b4.md
47_o3_orkg_d4_b1,d4_b1,0.73,0.88,0.64,0.92,0.73,0.78,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d4_b1.md
47_o3_orkg_d4_b4,d4_b4,0.78,0.86,0.78,0.87,0.92,0.842,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d4_b4.md
48_o3_orkg_d1_b1,d1_b1,0.82,0.84,0.72,0.86,0.95,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d1_b1.md
48_o3_orkg_d1_b4,d1_b4,0.86,0.78,0.67,0.83,0.92,0.812,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d1_b4.md
48_o3_orkg_d4_b1,d4_b1,0.87,0.76,0.72,0.88,0.82,0.81,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d4_b1.md
48_o3_orkg_d4_b4,d4_b4,0.74,0.88,0.72,0.93,0.92,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d4_b4.md
49_o3_orkg_d1_b1,d1_b1,0.86,0.94,0.68,0.94,0.93,0.87,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d1_b1.md
49_o3_orkg_d1_b4,d1_b4,0.68,0.94,0.54,0.87,0.92,0.79,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d1_b4.md
49_o3_orkg_d4_b1,d4_b1,0.72,0.83,0.62,0.72,0.87,0.752,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d4_b1.md
49_o3_orkg_d4_b4,d4_b4,0.66,0.93,0.77,0.92,0.93,0.842,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d4_b4.md
4_o3_orkg_d1_b1,d1_b1,0.88,0.88,0.77,0.88,0.89,0.86,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d1_b1.md
4_o3_orkg_d1_b4,d1_b4,0.86,0.87,0.63,0.89,0.73,0.796,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d1_b4.md
4_o3_orkg_d4_b1,d4_b1,0.73,0.88,0.74,0.92,0.82,0.818,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d4_b1.md
4_o3_orkg_d4_b4,d4_b4,0.84,0.84,0.73,0.91,0.72,0.808,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d4_b4.md
5_o3_orkg_d1_b1,d1_b1,0.72,0.93,0.72,0.82,0.86,0.81,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d1_b1.md
5_o3_orkg_d1_b4,d1_b4,0.66,0.86,0.72,0.92,0.87,0.806,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d1_b4.md
5_o3_orkg_d4_b1,d4_b1,0.72,0.82,0.72,0.86,0.93,0.81,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d4_b1.md
5_o3_orkg_d4_b4,d4_b4,0.77,0.87,0.63,0.88,0.84,0.798,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d4_b4.md
6_o3_orkg_d1_b1,d1_b1,0.78,0.93,0.68,0.93,0.82,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d1_b1.md
6_o3_orkg_d1_b4,d1_b4,0.73,0.87,0.68,0.92,0.87,0.814,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d1_b4.md
6_o3_orkg_d4_b1,d4_b1,0.76,0.86,0.58,0.92,0.93,0.81,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d4_b1.md
6_o3_orkg_d4_b4,d4_b4,0.68,0.84,0.62,0.88,0.91,0.786,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d4_b4.md
7_o3_orkg_d1_b1,d1_b1,0.77,0.91,0.63,0.78,0.87,0.792,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d1_b1.md
7_o3_orkg_d1_b4,d1_b4,0.68,0.86,0.63,0.73,0.93,0.766,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d1_b4.md
7_o3_orkg_d4_b1,d4_b1,0.73,0.92,0.72,0.77,0.93,0.814,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d4_b1.md
7_o3_orkg_d4_b4,d4_b4,0.78,0.84,0.62,0.92,0.94,0.82,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d4_b4.md
8_o3_orkg_d1_b1,d1_b1,0.77,0.87,0.64,0.92,0.92,0.824,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d1_b1.md
8_o3_orkg_d1_b4,d1_b4,0.77,0.92,0.82,0.93,0.94,0.876,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d1_b4.md
8_o3_orkg_d4_b1,d4_b1,0.76,0.82,0.63,0.78,0.92,0.782,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d4_b1.md
8_o3_orkg_d4_b4,d4_b4,0.72,0.83,0.64,0.88,0.86,0.786,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d4_b4.md
9_o3_orkg_d1_b1,d1_b1,0.82,0.87,0.68,0.92,0.72,0.802,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d1_b1.md
9_o3_orkg_d1_b4,d1_b4,0.77,0.83,0.64,0.93,0.72,0.778,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d1_b4.md
9_o3_orkg_d4_b1,d4_b1,0.77,0.72,0.72,0.93,0.62,0.752,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d4_b1.md
9_o3_orkg_d4_b4,d4_b4,0.72,0.86,0.66,0.87,0.83,0.788,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d4_b4.md
