report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
42_o3_orkg_d4_b4,d4_b4,0.91,0.91,0.76,0.96,0.91,0.89,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d4_b4.md
43_o3_orkg_d1_b1,d1_b1,0.94,0.92,0.79,0.92,0.94,0.902,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d1_b1.md
43_o3_orkg_d1_b4,d1_b4,0.88,0.94,0.79,0.91,0.82,0.868,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d1_b4.md
43_o3_orkg_d4_b1,d4_b1,0.93,0.88,0.82,0.87,0.83,0.866,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d4_b1.md
43_o3_orkg_d4_b4,d4_b4,0.94,0.96,0.92,0.94,0.97,0.946,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d4_b4.md
45_o3_orkg_d1_b1,d1_b1,0.93,0.93,0.86,0.94,0.93,0.918,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d1_b1.md
45_o3_orkg_d1_b4,d1_b4,0.94,0.91,0.79,0.96,0.93,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d1_b4.md
45_o3_orkg_d4_b1,d4_b1,0.91,0.92,0.64,0.94,0.92,0.866,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d4_b1.md
45_o3_orkg_d4_b4,d4_b4,0.92,0.94,0.83,0.93,0.96,0.916,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d4_b4.md
46_o3_orkg_d1_b1,d1_b1,0.92,0.96,0.79,0.92,0.94,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d1_b1.md
46_o3_orkg_d1_b4,d1_b4,0.92,0.93,0.74,0.83,0.82,0.848,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d1_b4.md
46_o3_orkg_d4_b1,d4_b1,0.93,0.94,0.72,0.93,0.86,0.876,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d4_b1.md
46_o3_orkg_d4_b4,d4_b4,0.93,0.96,0.86,0.93,0.88,0.912,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d4_b4.md
47_o3_orkg_d1_b1,d1_b1,0.88,0.86,0.89,0.79,0.96,0.876,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d1_b1.md
47_o3_orkg_d1_b4,d1_b4,0.96,0.93,0.84,0.94,0.91,0.916,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d1_b4.md
47_o3_orkg_d4_b1,d4_b1,0.92,0.86,0.87,0.93,0.93,0.902,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d4_b1.md
47_o3_orkg_d4_b4,d4_b4,0.96,0.94,0.88,0.94,0.94,0.932,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d4_b4.md
48_o3_orkg_d1_b1,d1_b1,0.67,0.73,0.86,0.92,0.93,0.822,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d1_b1.md
48_o3_orkg_d1_b4,d1_b4,0.67,0.79,0.94,0.91,0.89,0.84,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d1_b4.md
48_o3_orkg_d4_b1,d4_b1,0.78,0.67,0.93,0.94,0.93,0.85,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d4_b1.md
48_o3_orkg_d4_b4,d4_b4,0.89,0.73,0.92,0.92,0.95,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d4_b4.md
49_o3_orkg_d1_b1,d1_b1,0.96,0.86,0.59,0.92,0.79,0.824,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d1_b1.md
49_o3_orkg_d1_b4,d1_b4,0.94,0.88,0.67,0.93,0.88,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d1_b4.md
49_o3_orkg_d4_b1,d4_b1,0.93,0.86,0.66,0.93,0.74,0.824,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d4_b1.md
49_o3_orkg_d4_b4,d4_b4,0.96,0.93,0.81,0.94,0.67,0.862,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d4_b4.md
4_o3_orkg_d1_b1,d1_b1,0.46,0.89,0.71,0.89,0.83,0.756,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d1_b1.md
4_o3_orkg_d1_b4,d1_b4,0.68,0.84,0.68,0.93,0.89,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d1_b4.md
4_o3_orkg_d4_b1,d4_b1,0.56,0.93,0.63,0.94,0.89,0.79,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d4_b1.md
4_o3_orkg_d4_b4,d4_b4,0.44,0.92,0.82,0.91,0.96,0.81,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d4_b4.md
50_o3_orkg_d1_b1,d1_b1,0.94,0.93,0.92,0.81,0.93,0.906,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d1_b1.md
50_o3_orkg_d1_b4,d1_b4,0.87,0.89,0.78,0.92,0.92,0.876,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d1_b4.md
50_o3_orkg_d4_b1,d4_b1,0.94,0.88,0.92,0.94,0.93,0.922,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d4_b1.md
50_o3_orkg_d4_b4,d4_b4,0.87,0.93,0.86,0.94,0.96,0.912,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d4_b4.md
5_o3_orkg_d1_b1,d1_b1,0.92,0.92,0.67,0.93,0.96,0.88,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d1_b1.md
5_o3_orkg_d1_b4,d1_b4,0.96,0.93,0.67,0.93,0.74,0.846,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d1_b4.md
5_o3_orkg_d4_b1,d4_b1,0.94,0.91,0.58,0.91,0.91,0.85,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d4_b1.md
5_o3_orkg_d4_b4,d4_b4,0.94,0.93,0.77,0.93,0.94,0.902,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d4_b4.md
6_o3_orkg_d1_b1,d1_b1,0.92,0.93,0.56,0.93,0.92,0.852,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d1_b1.md
6_o3_orkg_d1_b4,d1_b4,0.93,0.93,0.54,0.94,0.94,0.856,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d1_b4.md
6_o3_orkg_d4_b1,d4_b1,0.84,0.86,0.66,0.93,0.92,0.842,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d4_b1.md
6_o3_orkg_d4_b4,d4_b4,0.93,0.97,0.84,0.83,0.94,0.902,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d4_b4.md
7_o3_orkg_d1_b1,d1_b1,0.91,0.83,0.88,0.94,0.73,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d1_b1.md
7_o3_orkg_d1_b4,d1_b4,0.88,0.87,0.83,0.89,0.82,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d1_b4.md
7_o3_orkg_d4_b1,d4_b1,0.81,0.84,0.92,0.92,0.86,0.87,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d4_b1.md
7_o3_orkg_d4_b4,d4_b4,0.78,0.81,0.88,0.94,0.73,0.828,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d4_b4.md
8_o3_orkg_d1_b1,d1_b1,0.86,0.93,0.79,0.78,0.86,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d1_b1.md
8_o3_orkg_d1_b4,d1_b4,0.88,0.96,0.62,0.91,0.92,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d1_b4.md
8_o3_orkg_d4_b1,d4_b1,0.89,0.96,0.91,0.94,0.92,0.924,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d4_b1.md
8_o3_orkg_d4_b4,d4_b4,0.94,0.97,0.82,0.92,0.93,0.916,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d4_b4.md
9_o3_orkg_d1_b1,d1_b1,0.94,0.89,0.86,0.89,0.91,0.898,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d1_b1.md
9_o3_orkg_d1_b4,d1_b4,0.93,0.93,0.78,0.94,0.67,0.85,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d1_b4.md
9_o3_orkg_d4_b1,d4_b1,0.93,0.96,0.91,0.89,0.87,0.912,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d4_b1.md
9_o3_orkg_d4_b4,d4_b4,0.95,0.96,0.89,0.91,0.78,0.898,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d4_b4.md
