report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
42_o3_orkg_d4_b4,d4_b4,0.75,0.83,0.68,0.91,0.92,0.818,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/42_o3_orkg_d4_b4.md
43_o3_orkg_d1_b1,d1_b1,0.94,0.83,0.68,0.92,0.92,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d1_b1.md
43_o3_orkg_d1_b4,d1_b4,0.86,0.83,0.65,0.82,0.72,0.776,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d1_b4.md
43_o3_orkg_d4_b1,d4_b1,0.84,0.86,0.72,0.82,0.68,0.784,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d4_b1.md
43_o3_orkg_d4_b4,d4_b4,0.92,0.93,0.79,0.93,0.93,0.9,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/43_o3_orkg_d4_b4.md
45_o3_orkg_d1_b1,d1_b1,0.93,0.86,0.82,0.92,0.92,0.89,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d1_b1.md
45_o3_orkg_d1_b4,d1_b4,0.92,0.92,0.72,0.92,0.95,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d1_b4.md
45_o3_orkg_d4_b1,d4_b1,0.82,0.82,0.72,0.82,0.94,0.824,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d4_b1.md
45_o3_orkg_d4_b4,d4_b4,0.83,0.94,0.82,0.92,0.95,0.892,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/45_o3_orkg_d4_b4.md
46_o3_orkg_d1_b1,d1_b1,0.93,0.92,0.65,0.93,0.89,0.864,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d1_b1.md
46_o3_orkg_d1_b4,d1_b4,0.83,0.87,0.67,0.88,0.47,0.744,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d1_b4.md
46_o3_orkg_d4_b1,d4_b1,0.92,0.9,0.62,0.87,0.63,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d4_b1.md
46_o3_orkg_d4_b4,d4_b4,0.94,0.94,0.73,0.93,0.73,0.854,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/46_o3_orkg_d4_b4.md
47_o3_orkg_d1_b1,d1_b1,0.92,0.86,0.82,0.87,0.92,0.878,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d1_b1.md
47_o3_orkg_d1_b4,d1_b4,0.91,0.87,0.84,0.87,0.92,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d1_b4.md
47_o3_orkg_d4_b1,d4_b1,0.82,0.77,0.72,0.93,0.94,0.836,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d4_b1.md
47_o3_orkg_d4_b4,d4_b4,0.93,0.84,0.89,0.87,0.92,0.89,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/47_o3_orkg_d4_b4.md
48_o3_orkg_d1_b1,d1_b1,0.68,0.74,0.86,0.92,0.94,0.828,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d1_b1.md
48_o3_orkg_d1_b4,d1_b4,0.88,0.74,0.92,0.92,0.95,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d1_b4.md
48_o3_orkg_d4_b1,d4_b1,0.76,0.74,0.92,0.92,0.95,0.858,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d4_b1.md
48_o3_orkg_d4_b4,d4_b4,0.73,0.83,0.92,0.95,0.96,0.878,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/48_o3_orkg_d4_b4.md
49_o3_orkg_d1_b1,d1_b1,0.92,0.82,0.63,0.88,0.58,0.766,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d1_b1.md
49_o3_orkg_d1_b4,d1_b4,0.82,0.86,0.62,0.86,0.72,0.776,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d1_b4.md
49_o3_orkg_d4_b1,d4_b1,0.77,0.76,0.68,0.86,0.73,0.76,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d4_b1.md
49_o3_orkg_d4_b4,d4_b4,0.92,0.87,0.73,0.93,0.57,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/49_o3_orkg_d4_b4.md
4_o3_orkg_d1_b1,d1_b1,0.62,0.82,0.73,0.82,0.78,0.754,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d1_b1.md
4_o3_orkg_d1_b4,d1_b4,0.77,0.83,0.62,0.91,0.92,0.81,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d1_b4.md
4_o3_orkg_d4_b1,d4_b1,0.62,0.87,0.64,0.93,0.92,0.796,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d4_b1.md
4_o3_orkg_d4_b4,d4_b4,0.46,0.87,0.72,0.92,0.93,0.78,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/4_o3_orkg_d4_b4.md
50_o3_orkg_d1_b1,d1_b1,0.87,0.88,0.83,0.72,0.92,0.844,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d1_b1.md
50_o3_orkg_d1_b4,d1_b4,0.86,0.92,0.82,0.86,0.93,0.878,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d1_b4.md
50_o3_orkg_d4_b1,d4_b1,0.87,0.93,0.82,0.92,0.87,0.882,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d4_b1.md
50_o3_orkg_d4_b4,d4_b4,0.83,0.92,0.82,0.93,0.93,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/50_o3_orkg_d4_b4.md
5_o3_orkg_d1_b1,d1_b1,0.74,0.78,0.65,0.88,0.94,0.798,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d1_b1.md
5_o3_orkg_d1_b4,d1_b4,0.92,0.94,0.63,0.82,0.68,0.798,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d1_b4.md
5_o3_orkg_d4_b1,d4_b1,0.82,0.82,0.63,0.84,0.83,0.788,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d4_b1.md
5_o3_orkg_d4_b4,d4_b4,0.84,0.83,0.68,0.93,0.92,0.84,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/5_o3_orkg_d4_b4.md
6_o3_orkg_d1_b1,d1_b1,0.78,0.88,0.62,0.93,0.83,0.808,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d1_b1.md
6_o3_orkg_d1_b4,d1_b4,0.77,0.93,0.56,0.84,0.92,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d1_b4.md
6_o3_orkg_d4_b1,d4_b1,0.78,0.82,0.63,0.92,0.73,0.776,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d4_b1.md
6_o3_orkg_d4_b4,d4_b4,0.92,0.93,0.78,0.88,0.92,0.886,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/6_o3_orkg_d4_b4.md
7_o3_orkg_d1_b1,d1_b1,0.92,0.78,0.72,0.93,0.68,0.806,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d1_b1.md
7_o3_orkg_d1_b4,d1_b4,0.86,0.68,0.72,0.87,0.78,0.782,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d1_b4.md
7_o3_orkg_d4_b1,d4_b1,0.68,0.83,0.85,0.92,0.92,0.84,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d4_b1.md
7_o3_orkg_d4_b4,d4_b4,0.73,0.82,0.68,0.93,0.86,0.804,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/7_o3_orkg_d4_b4.md
8_o3_orkg_d1_b1,d1_b1,0.78,0.87,0.82,0.87,0.78,0.824,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d1_b1.md
8_o3_orkg_d1_b4,d1_b4,0.92,0.88,0.68,0.88,0.92,0.856,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d1_b4.md
8_o3_orkg_d4_b1,d4_b1,0.78,0.95,0.92,0.86,0.86,0.874,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d4_b1.md
8_o3_orkg_d4_b4,d4_b4,0.86,0.88,0.72,0.92,0.92,0.86,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/8_o3_orkg_d4_b4.md
9_o3_orkg_d1_b1,d1_b1,0.72,0.83,0.77,0.92,0.92,0.832,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d1_b1.md
9_o3_orkg_d1_b4,d1_b4,0.93,0.88,0.72,0.92,0.72,0.834,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d1_b4.md
9_o3_orkg_d4_b1,d4_b1,0.88,0.87,0.66,0.92,0.83,0.832,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d4_b1.md
9_o3_orkg_d4_b4,d4_b4,0.92,0.86,0.84,0.86,0.68,0.832,/nfs/home/sandere/deep-research/data/ecology-reports/orkg-ask/o3/9_o3_orkg_d4_b4.md
