report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
42_o3_orkg_d4_b4,d4_b4,0.56,0.62,0.58,0.89,0.64,0.658,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/42_o3_orkg_d4_b4.md
43_o3_orkg_d1_b1,d1_b1,0.92,0.89,0.62,0.89,0.92,0.848,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d1_b1.md
43_o3_orkg_d1_b4,d1_b4,0.73,0.92,0.67,0.91,0.94,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d1_b4.md
43_o3_orkg_d4_b1,d4_b1,0.67,0.89,0.67,0.93,0.92,0.816,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d4_b1.md
43_o3_orkg_d4_b4,d4_b4,0.66,0.92,0.64,0.94,0.93,0.818,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d4_b4.md
44_o3_orkg_d1_b1,d1_b1,0.76,0.79,0.67,0.93,0.84,0.798,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d1_b1.md
44_o3_orkg_d1_b4,d1_b4,0.72,0.87,0.74,0.93,0.91,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d1_b4.md
44_o3_orkg_d4_b1,d4_b1,0.81,0.83,0.86,0.94,0.94,0.876,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d4_b1.md
44_o3_orkg_d4_b4,d4_b4,0.77,0.93,0.48,0.94,0.92,0.808,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d4_b4.md
45_o3_orkg_d1_b1,d1_b1,0.83,0.86,0.83,0.94,0.93,0.878,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d1_b1.md
45_o3_orkg_d1_b4,d1_b4,0.77,0.78,0.62,0.93,0.93,0.806,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d1_b4.md
45_o3_orkg_d4_b1,d4_b1,0.83,0.67,0.62,0.89,0.89,0.78,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d4_b1.md
45_o3_orkg_d4_b4,d4_b4,0.78,0.93,0.78,0.92,0.92,0.866,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d4_b4.md
46_o3_orkg_d1_b1,d1_b1,0.86,0.89,0.76,0.92,0.88,0.862,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d1_b1.md
46_o3_orkg_d1_b4,d1_b4,0.83,0.83,0.72,0.92,0.89,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d1_b4.md
46_o3_orkg_d4_b1,d4_b1,0.82,0.83,0.67,0.93,0.92,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d4_b1.md
46_o3_orkg_d4_b4,d4_b4,0.87,0.86,0.57,0.93,0.91,0.828,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d4_b4.md
47_o3_orkg_d1_b1,d1_b1,0.82,0.69,0.73,0.93,0.83,0.8,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d1_b1.md
47_o3_orkg_d1_b4,d1_b4,0.88,0.79,0.64,0.91,0.74,0.792,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d1_b4.md
47_o3_orkg_d4_b1,d4_b1,0.79,0.78,0.77,0.92,0.73,0.798,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d4_b1.md
47_o3_orkg_d4_b4,d4_b4,0.81,0.94,0.78,0.89,0.93,0.87,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d4_b4.md
48_o3_orkg_d1_b1,d1_b1,0.87,0.87,0.59,0.93,0.91,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d1_b1.md
48_o3_orkg_d1_b4,d1_b4,0.83,0.79,0.67,0.89,0.89,0.814,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d1_b4.md
48_o3_orkg_d4_b1,d4_b1,0.88,0.79,0.64,0.96,0.84,0.822,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d4_b1.md
48_o3_orkg_d4_b4,d4_b4,0.92,0.91,0.79,0.93,0.94,0.898,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d4_b4.md
49_o3_orkg_d1_b1,d1_b1,0.72,0.87,0.66,0.92,0.93,0.82,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d1_b1.md
49_o3_orkg_d1_b4,d1_b4,0.62,0.93,0.67,0.92,0.89,0.806,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d1_b4.md
49_o3_orkg_d4_b1,d4_b1,0.72,0.78,0.67,0.91,0.89,0.794,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d4_b1.md
49_o3_orkg_d4_b4,d4_b4,0.73,0.94,0.78,0.91,0.93,0.858,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d4_b4.md
4_o3_orkg_d1_b1,d1_b1,0.92,0.82,0.81,0.93,0.93,0.882,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d1_b1.md
4_o3_orkg_d1_b4,d1_b4,0.89,0.77,0.72,0.94,0.83,0.83,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d1_b4.md
4_o3_orkg_d4_b1,d4_b1,0.83,0.82,0.72,0.93,0.89,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d4_b1.md
4_o3_orkg_d4_b4,d4_b4,0.88,0.84,0.66,0.92,0.88,0.836,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d4_b4.md
5_o3_orkg_d1_b1,d1_b1,0.67,0.88,0.78,0.89,0.81,0.806,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d1_b1.md
5_o3_orkg_d1_b4,d1_b4,0.72,0.83,0.87,0.94,0.83,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d1_b4.md
5_o3_orkg_d4_b1,d4_b1,0.76,0.8,0.78,0.91,0.82,0.814,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d4_b1.md
5_o3_orkg_d4_b4,d4_b4,0.78,0.93,0.84,0.93,0.92,0.88,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d4_b4.md
6_o3_orkg_d1_b1,d1_b1,0.78,0.79,0.62,0.89,0.87,0.79,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d1_b1.md
6_o3_orkg_d1_b4,d1_b4,0.79,0.84,0.64,0.92,0.93,0.824,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d1_b4.md
6_o3_orkg_d4_b1,d4_b1,0.83,0.78,0.62,0.91,0.92,0.812,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d4_b1.md
6_o3_orkg_d4_b4,d4_b4,0.74,0.89,0.73,0.93,0.91,0.84,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d4_b4.md
7_o3_orkg_d1_b1,d1_b1,0.73,0.84,0.69,0.88,0.92,0.812,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d1_b1.md
7_o3_orkg_d1_b4,d1_b4,0.74,0.83,0.78,0.91,0.92,0.836,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d1_b4.md
7_o3_orkg_d4_b1,d4_b1,0.59,0.93,0.77,0.96,0.94,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d4_b1.md
7_o3_orkg_d4_b4,d4_b4,0.83,0.91,0.88,0.93,0.96,0.902,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d4_b4.md
8_o3_orkg_d1_b1,d1_b1,0.86,0.86,0.74,0.92,0.93,0.862,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d1_b1.md
8_o3_orkg_d1_b4,d1_b4,0.74,0.91,0.89,0.94,0.89,0.874,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d1_b4.md
8_o3_orkg_d4_b1,d4_b1,0.74,0.66,0.74,0.89,0.93,0.792,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d4_b1.md
8_o3_orkg_d4_b4,d4_b4,0.77,0.86,0.64,0.93,0.83,0.806,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d4_b4.md
9_o3_orkg_d1_b1,d1_b1,0.83,0.67,0.63,0.93,0.63,0.738,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d1_b1.md
9_o3_orkg_d1_b4,d1_b4,0.74,0.72,0.62,0.91,0.71,0.74,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d1_b4.md
9_o3_orkg_d4_b1,d4_b1,0.73,0.63,0.64,0.92,0.72,0.728,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d4_b1.md
9_o3_orkg_d4_b4,d4_b4,0.74,0.76,0.61,0.92,0.68,0.742,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d4_b4.md
