report_stem,config,depth,breadth,rigor,innovation,gap,overall,report_path
42_o3_orkg_d4_b4,d4_b4,0.05,0.95,0.94,0.94,0.72,0.72,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/42_o3_orkg_d4_b4.md
43_o3_orkg_d1_b1,d1_b1,0.65,0.78,0.92,0.92,0.93,0.84,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d1_b1.md
43_o3_orkg_d1_b4,d1_b4,0.05,0.95,0.6,0.92,0.85,0.674,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d1_b4.md
43_o3_orkg_d4_b1,d4_b1,0.15,0.95,0.6,0.92,0.92,0.708,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d4_b1.md
43_o3_orkg_d4_b4,d4_b4,0.15,0.95,0.45,0.93,0.95,0.686,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/43_o3_orkg_d4_b4.md
44_o3_orkg_d1_b1,d1_b1,0.3,0.85,0.6,0.8,0.93,0.696,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d1_b1.md
44_o3_orkg_d1_b4,d1_b4,0.2,0.92,0.82,0.93,0.85,0.744,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d1_b4.md
44_o3_orkg_d4_b1,d4_b1,0.15,0.93,0.92,0.93,0.95,0.776,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d4_b1.md
44_o3_orkg_d4_b4,d4_b4,0.73,0.94,0.93,0.94,0.95,0.898,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/44_o3_orkg_d4_b4.md
45_o3_orkg_d1_b1,d1_b1,0.45,0.75,0.95,0.92,0.7,0.754,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d1_b1.md
45_o3_orkg_d1_b4,d1_b4,0.45,0.95,0.92,0.92,0.6,0.768,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d1_b4.md
45_o3_orkg_d4_b1,d4_b1,0.68,0.45,0.85,0.92,0.93,0.766,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d4_b1.md
45_o3_orkg_d4_b4,d4_b4,0.05,0.95,0.92,0.92,0.62,0.692,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/45_o3_orkg_d4_b4.md
46_o3_orkg_d1_b1,d1_b1,0.3,0.94,0.92,0.92,0.87,0.79,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d1_b1.md
46_o3_orkg_d1_b4,d1_b4,0.53,0.92,0.87,0.93,0.55,0.76,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d1_b4.md
46_o3_orkg_d4_b1,d4_b1,0.4,0.92,0.6,0.93,0.93,0.756,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d4_b1.md
46_o3_orkg_d4_b4,d4_b4,0.65,0.93,0.6,0.95,0.95,0.816,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/46_o3_orkg_d4_b4.md
47_o3_orkg_d1_b1,d1_b1,0.08,0.8,0.91,0.95,0.52,0.652,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d1_b1.md
47_o3_orkg_d1_b4,d1_b4,0.45,0.83,0.85,0.92,0.55,0.72,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d1_b4.md
47_o3_orkg_d4_b1,d4_b1,0.25,0.9,0.6,0.92,0.55,0.644,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d4_b1.md
47_o3_orkg_d4_b4,d4_b4,0.6,0.93,0.85,0.95,0.93,0.852,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/47_o3_orkg_d4_b4.md
48_o3_orkg_d1_b1,d1_b1,0.66,0.65,0.55,0.93,0.67,0.692,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d1_b1.md
48_o3_orkg_d1_b4,d1_b4,0.45,0.65,0.7,0.93,0.6,0.666,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d1_b4.md
48_o3_orkg_d4_b1,d4_b1,0.4,0.65,0.92,0.92,0.8,0.738,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d4_b1.md
48_o3_orkg_d4_b4,d4_b4,0.3,0.93,0.88,0.95,0.92,0.796,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/48_o3_orkg_d4_b4.md
49_o3_orkg_d1_b1,d1_b1,0.45,0.93,0.72,0.88,0.93,0.782,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d1_b1.md
49_o3_orkg_d1_b4,d1_b4,0.3,0.93,0.6,0.93,0.95,0.742,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d1_b4.md
49_o3_orkg_d4_b1,d4_b1,0.3,0.94,0.93,0.92,0.8,0.778,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d4_b1.md
49_o3_orkg_d4_b4,d4_b4,0.45,0.95,0.93,0.93,0.45,0.742,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/49_o3_orkg_d4_b4.md
4_o3_orkg_d1_b1,d1_b1,0.6,0.78,0.92,0.95,0.55,0.76,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d1_b1.md
4_o3_orkg_d1_b4,d1_b4,0.6,0.93,0.85,0.93,0.1,0.682,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d1_b4.md
4_o3_orkg_d4_b1,d4_b1,0.84,0.8,0.72,0.92,0.55,0.766,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d4_b1.md
4_o3_orkg_d4_b4,d4_b4,0.45,0.93,0.9,0.95,0.45,0.736,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/4_o3_orkg_d4_b4.md
5_o3_orkg_d1_b1,d1_b1,0.2,0.95,0.75,0.78,0.45,0.626,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d1_b1.md
5_o3_orkg_d1_b4,d1_b4,0.45,0.87,0.93,0.95,0.3,0.7,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d1_b4.md
5_o3_orkg_d4_b1,d4_b1,0.3,0.92,0.8,0.94,0.88,0.768,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d4_b1.md
5_o3_orkg_d4_b4,d4_b4,0.1,0.95,0.92,0.92,0.6,0.698,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/5_o3_orkg_d4_b4.md
6_o3_orkg_d1_b1,d1_b1,0.6,0.92,0.92,0.93,0.82,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d1_b1.md
6_o3_orkg_d1_b4,d1_b4,0.65,0.92,0.7,0.93,0.68,0.776,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d1_b4.md
6_o3_orkg_d4_b1,d4_b1,0.3,0.45,0.75,0.93,0.92,0.67,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d4_b1.md
6_o3_orkg_d4_b4,d4_b4,0.45,0.92,0.92,0.94,0.93,0.832,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/6_o3_orkg_d4_b4.md
7_o3_orkg_d1_b1,d1_b1,0.12,0.92,0.78,0.8,0.9,0.704,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d1_b1.md
7_o3_orkg_d1_b4,d1_b4,0.2,0.93,0.55,0.72,0.6,0.6,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d1_b4.md
7_o3_orkg_d4_b1,d4_b1,0.2,0.95,0.87,0.93,0.93,0.776,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d4_b1.md
7_o3_orkg_d4_b4,d4_b4,0.6,0.95,0.78,0.93,0.93,0.838,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/7_o3_orkg_d4_b4.md
8_o3_orkg_d1_b1,d1_b1,0.45,0.92,0.75,0.92,0.92,0.792,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d1_b1.md
8_o3_orkg_d1_b4,d1_b4,0.48,0.93,0.92,0.92,0.92,0.834,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d1_b4.md
8_o3_orkg_d4_b1,d4_b1,0.65,0.92,0.78,0.72,0.9,0.794,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d4_b1.md
8_o3_orkg_d4_b4,d4_b4,0.75,0.88,0.4,0.94,0.25,0.644,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/8_o3_orkg_d4_b4.md
9_o3_orkg_d1_b1,d1_b1,0.15,0.45,0.82,0.95,0.65,0.604,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d1_b1.md
9_o3_orkg_d1_b4,d1_b4,0.15,0.93,0.72,0.93,0.92,0.73,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d1_b4.md
9_o3_orkg_d4_b1,d4_b1,0.6,0.55,0.93,0.93,0.6,0.722,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d4_b1.md
9_o3_orkg_d4_b4,d4_b4,0.6,0.93,0.82,0.94,0.4,0.738,/nfs/home/sandere/deep-research/data/nlp-reports/orkg-ask/o3/9_o3_orkg_d4_b4.md
